,거래금액,거래유형,건축년도,년,법정동,아파트,월,일,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
304,"20,000",,2014,2021,연건동,이화에수풀,8,29,16.98,,195-10,11110,12,,
305,"120,000",,1995,2021,명륜2가,아남1,8,2,84.9,,4,11110,7,,
306,"84,500",,2006,2021,창신동,브라운스톤창신,8,10,84.67,,23-76,11110,12,,
307,"67,700",,1993,2021,창신동,창신쌍용2,8,12,54.7,,703,11110,3,,
308,"69,700",,1993,2021,창신동,창신쌍용2,8,27,54.7,,703,11110,9,,
309,"127,500",,2004,2021,숭인동,롯데캐슬천지인,8,3,111.73,,76,11110,17,,
310,"13,000",,2013,2021,숭인동,종로중흥S클래스,8,6,17.811,,202-3,11110,5,,
311,"11,600",,2012,2021,숭인동,삼전솔하임2차,8,6,15,,296-19,11110,7,,
312,"12,500",,2013,2021,숭인동,종로중흥S클래스,8,7,17.811,,202-3,11110,6,,
313,"12,650",,2013,2021,숭인동,종로중흥S클래스,8,16,17.811,,202-3,11110,7,,
314,"112,000",,2004,2021,숭인동,롯데캐슬천지인,8,17,84.95,,76,11110,26,,
315,"197,000",,2017,2021,평동,경희궁자이(3단지),8,2,84.614,,233,11110,5,,
316,"199,500",,2017,2021,평동,경희궁자이(3단지),8,5,84.836,,233,11110,14,,
317,"205,000",,2017,2021,평동,경희궁자이(3단지),8,20,84.8359,,233,11110,8,,
318,"234,500",,2017,2021,홍파동,경희궁자이(2단지),8,25,101.991,,199,11110,4,,
319,"195,000",,2017,2021,홍파동,경희궁자이(2단지),8,27,84.907,,199,11110,12,,
320,"250,000",,2017,2021,홍파동,경희궁자이(2단지),8,28,116.986,,199,11110,8,,
321,"245,000",,2017,2021,홍파동,경희궁자이(2단지),8,30,116.938,,199,11110,2,,
322,"83,500",,1995,2021,교북동,동아,8,28,59.98,,101,11110,8,,
323,"20,000",,1971,2021,행촌동,대성아파트,8,13,30.28,,41-1,11110,6,,
324,"64,000",,1998,2021,평창동,삼성,8,21,59.97,,596,11110,2,,
325,"33,000",,1997,2021,평창동,갑을아파트,8,24,64.88,,595,11110,11,,
326,"49,000",,2002,2021,부암동,프라임캐슬(케이빌라트),8,6,88.89,,265-10,11110,1,,
327,"169,500",,2008,2021,무악동,인왕산아이파크,8,6,114.931,,60,11110,16,,
328,"126,500",,2008,2021,무악동,인왕산아이파크,8,14,84.858,,60,11110,3,,
329,"128,960",,2000,2021,무악동,현대,8,19,84.92,,82,11110,4,,
330,"133,000",,2008,2021,무악동,인왕산아이파크,8,21,84.858,,60,11110,14,,
331,"164,500",,2008,2021,무악동,인왕산아이파크,8,22,114.931,,60,11110,9,,
332,"137,900",,2000,2021,무악동,현대,8,28,84.92,,82,11110,6,,
333,"137,500",,2008,2021,무악동,인왕산아이파크,8,29,114.931,,60,11110,2,,
334,"170,000",,2008,2021,사직동,광화문스페이스본(106동),9,2,150.4,,9-1,11110,8,,
335,"165,000",,2008,2021,사직동,광화문스페이스본(106동),9,14,144.52,,9-1,11110,5,,
336,"30,200",,2005,2021,수송동,로얄팰리스스위트,9,11,29.31,,85,11110,17,,
337,"30,000",,2005,2021,수송동,로얄팰리스스위트,9,15,29.31,,85,11110,12,,
338,"115,000",,2008,2021,견지동,대성스카이렉스,9,8,116.03,,110,11110,9,,
339,"35,300",,2021,2021,효제동,이지마루종로,9,1,25.55,,126-2,11110,10,,
340,"34,800",,2021,2021,효제동,이지마루종로,9,6,24.44,,126-2,11110,10,,
341,"33,800",,2021,2021,효제동,이지마루종로,9,8,20.87,,126-2,11110,14,,
342,"35,800",,2021,2021,효제동,이지마루종로,9,9,26.65,,126-2,11110,14,,
343,"35,500",,2021,2021,효제동,이지마루종로,9,14,25.55,,126-2,11110,12,,
344,"33,800",,2021,2021,효제동,이지마루종로,9,16,20.87,,126-2,11110,10,,
345,"35,500",,2021,2021,효제동,이지마루종로,9,24,25.55,,126-2,11110,14,,
346,"34,800",,2021,2021,효제동,이지마루종로,9,27,26.33,,126-2,11110,11,,
347,"29,800",,2021,2021,효제동,이지마루종로,9,28,19.31,,126-2,11110,15,,
348,"34,800",,2021,2021,효제동,이지마루종로,9,28,24.44,,126-2,11110,8,,
349,"35,000",,2021,2021,효제동,이지마루종로,9,29,26.65,,126-2,11110,5,,
350,"55,000",,1996,2021,창신동,삼흥,9,6,57.42,,638-45,11110,4,,
351,"70,000",,1993,2021,창신동,창신쌍용2,9,10,54.7,,703,11110,6,,
352,"83,000",,1999,2021,창신동,두산,9,14,59.95,,232,11110,8,,
353,"43,000",,1997,2021,창신동,흥인,9,28,56.88,,627-21,11110,5,,
354,"61,700",,1999,2021,창신동,덕산,9,29,59.28,,639-50,11110,1,21.12.07,O
355,"61,700",,1999,2021,창신동,덕산,9,29,59.28,,639-50,11110,1,,
356,"76,500",,1993,2021,창신동,창신쌍용2,9,29,64.66,,703,11110,8,,
357,"97,300",,2008,2021,숭인동,종로센트레빌,9,4,59.92,,2-1,11110,12,,
358,"12,450",,2012,2021,숭인동,삼전솔하임2차,9,4,14.69,,296-19,11110,8,,
359,"10,700",,2013,2021,숭인동,종로동광모닝스카이,9,7,15.855,,1421-1,11110,13,,
360,"200,000",,2017,2021,홍파동,경희궁자이(2단지),9,7,84.944,,199,11110,3,,
361,"239,500",,2017,2021,홍파동,경희궁자이(2단지),9,13,101.991,,199,11110,13,,
362,"83,000",,1995,2021,교북동,동아,9,8,59.98,,101,11110,4,,
363,"89,400",,2017,2021,교북동,경희궁자이(4단지),9,26,37.2635,,126,11110,9,,
364,"18,000",,1971,2021,행촌동,대성아파트,9,11,19.27,,41-1,11110,7,,
365,"74,700",,2017,2021,평창동,밀레니엄,9,9,108.18,,179-5,11110,2,22.01.04,O
366,"74,700",,2017,2021,평창동,밀레니엄,9,9,108.18,,179-5,11110,2,,
367,"30,000",,1997,2021,평창동,갑을아파트,9,14,53.33,,595,11110,9,,
368,"151,000",,2008,2021,무악동,인왕산아이파크,9,4,114.931,,60,11110,2,,
369,"140,000",,2007,2021,필운동,신동아블루아광화문의꿈,10,25,111.97,,254,11110,8,,
370,"146,000",,2008,2021,사직동,광화문스페이스본(101동~105동),10,12,108.07,,9,11110,1,,
371,"180,000",,2003,2021,내수동,경희궁파크팰리스,10,20,147.62,,95,11110,2,,
372,"177,000",,2004,2021,내수동,경희궁의아침2단지,10,27,124.17,,71,11110,4,,
373,"36,800",,2005,2021,수송동,로얄팰리스스위트,10,1,39.67,,85,11110,13,,
374,"33,000",,2003,2021,익선동,현대뜨레비앙,10,7,46.64,,55,11110,3,,
375,"19,500",,2017,2021,효제동,포레스트힐시티,10,1,16.672,,65-2,11110,9,,
376,"34,800",,2021,2021,효제동,이지마루종로,10,1,26.33,,126-2,11110,8,,
377,"35,800",,2021,2021,효제동,이지마루종로,10,5,26.65,,126-2,11110,9,,
378,"35,500",,2021,2021,효제동,이지마루종로,10,5,25.55,,126-2,11110,13,,
379,"35,800",,2021,2021,효제동,이지마루종로,10,7,26.65,,126-2,11110,13,,
380,"46,500",,2021,2021,효제동,이지마루종로,10,9,25.55,,126-2,11110,11,,
381,"35,800",,2021,2021,효제동,이지마루종로,10,14,26.65,,126-2,11110,10,,
382,"33,800",,2021,2021,효제동,이지마루종로,10,18,24.44,,126-2,11110,11,,
383,"34,800",,2021,2021,효제동,이지마루종로,10,21,26.65,,126-2,11110,15,,
384,"34,800",,2021,2021,효제동,이지마루종로,10,21,24.44,,126-2,11110,14,,
385,"33,800",,2021,2021,효제동,이지마루종로,10,25,20.87,,126-2,11110,11,,
386,"33,800",,2021,2021,효제동,이지마루종로,10,25,20.87,,126-2,11110,8,,
387,"35,500",,2021,2021,효제동,이지마루종로,10,28,25.55,,126-2,11110,16,,
388,"34,800",,2021,2021,효제동,이지마루종로,10,28,24.44,,126-2,11110,15,,
389,"115,000",,1995,2021,명륜2가,아남1,10,8,84.9,,4,11110,8,,
390,"73,000",,1992,2021,창신동,창신쌍용1,10,7,54.7,,702,11110,3,,
391,"87,000",,1999,2021,창신동,두산,10,9,59.95,,232,11110,18,,
392,"114,000",,1999,2021,창신동,두산,10,12,84.9,,232,11110,17,,
393,"112,500",,1999,2021,창신동,두산,10,22,84.9,,232,11110,8,,
394,"61,700",,1999,2021,창신동,덕산,10,31,59.28,,639-50,11110,3,,
395,"51,500",,1997,2021,숭인동,"동문(비동,씨동)(494-0)",10,5,59.94,,494,11110,7,,
396,"13,000",,2014,2021,숭인동,삼전솔하임4차,10,5,15.09,,318-2,11110,14,,
397,"97,000",,2009,2021,숭인동,종로청계힐스테이트,10,5,59.9426,,766,11110,9,,
398,"9,800",,2013,2021,숭인동,종로유케이201,10,12,12.08,,201-11,11110,12,,
399,"11,150",,2013,2021,숭인동,종로동광모닝스카이,10,15,15.855,,1421-1,11110,10,,
400,"90,000",,2008,2021,숭인동,종로센트레빌,10,20,59.92,,2-1,11110,7,,
401,"13,000",,2012,2021,숭인동,삼전솔하임2차,10,26,16.67,,296-19,11110,9,,
402,"170,000",,2017,2021,평동,경희궁자이(3단지),10,2,59.9425,,233,11110,3,,
403,"194,500",,2017,2021,홍파동,경희궁자이(2단지),10,5,84.614,,199,11110,2,,
404,"209,000",,2017,2021,홍파동,경희궁자이(2단지),10,20,84.8359,,199,11110,9,,
405,"221,800",,2017,2021,홍파동,경희궁자이(2단지),10,31,84.614,,199,11110,5,,
406,"90,300",,2017,2021,교북동,경희궁자이(4단지),10,13,37.2635,,126,11110,8,,
407,"96,000",,2001,2021,평창동,롯데낙천대,10,7,84.21,,72,11110,12,,
408,"18,500",,1997,2021,평창동,갑을아파트,10,19,30.46,,595,11110,7,,
409,"65,000",,1998,2021,평창동,삼성,10,20,59.97,,596,11110,14,,
410,"66,500",,1998,2021,평창동,삼성,10,21,59.97,,596,11110,6,,
411,"70,000",,1998,2021,평창동,삼성,10,24,59.97,,596,11110,5,,
412,"88,000",중개거래,1983,2021,당주동,세종,11,16,91.46,서울 종로구,100,11110,10,,
413,"34,700",중개거래,2003,2021,익선동,현대뜨레비앙,11,1,45.5,서울 종로구,55,11110,7,,
414,"35,500",직거래,2021,2021,효제동,이지마루종로,11,8,26.65,,126-2,11110,8,,
415,"35,000",직거래,2021,2021,효제동,이지마루종로,11,22,26.65,,126-2,11110,4,,
416,"34,800",직거래,2021,2021,효제동,이지마루종로,11,22,26.33,,126-2,11110,7,,
417,"34,800",직거래,2021,2021,효제동,이지마루종로,11,23,24.44,,126-2,11110,6,,
418,"28,500",중개거래,2017,2021,효제동,포레스트힐시티,11,27,18.505,서울 종로구,65-2,11110,9,,
419,"19,900",중개거래,2014,2021,연건동,이화에수풀,11,10,16.98,서울 성북구,195-10,11110,8,,
420,"14,000",중개거래,2011,2021,충신동,CS타워,11,22,21.94,서울 종로구,62-2,11110,6,,
421,"116,000",중개거래,1995,2021,명륜2가,아남1,11,26,84.9,서울 종로구,4,11110,10,,
422,"50,000",중개거래,1994,2021,창신동,창림,11,3,58.62,서울 종로구,639-20,11110,3,,
423,"69,000",중개거래,1993,2021,창신동,창신쌍용2,11,12,54.7,서울 중구,703,11110,13,,
424,"52,000",중개거래,1996,2021,창신동,삼흥,11,27,57.42,"서울 성동구, 서울 종로구",638-45,11110,1,,
425,"97,500",중개거래,2009,2021,숭인동,종로청계힐스테이트,11,6,59.9426,서울 종로구,766,11110,5,,
426,"10,200",중개거래,2012,2021,숭인동,삼전솔하임2차,11,6,16.67,서울 종로구,296-19,11110,5,,
427,"12,000",중개거래,2013,2021,숭인동,종로아인스빌,11,10,12.15,서울 중구,1392-1,11110,11,,
428,"61,000",중개거래,2014,2021,숭인동,할리우드파크아파트,11,19,68.77,서울 종로구,56-135,11110,2,,
429,"11,300",중개거래,2014,2021,숭인동,삼전솔하임4차,11,26,15.09,서울 종로구,318-2,11110,17,,
430,"128,500",중개거래,2004,2021,숭인동,롯데캐슬천지인,11,26,112.54,서울 종로구,76,11110,11,,
431,"170,000",중개거래,2017,2021,홍파동,경희궁자이(2단지),11,27,59.895,"서울 영등포구, 서울 종로구",199,11110,5,,
432,"65,000",중개거래,1996,2021,평창동,일성빌라트,11,5,59.82,서울 종로구,145-5,11110,5,,
433,"46,000",중개거래,2002,2021,신영동,구암하이빌,11,16,84.94,서울 서대문구,105-22,11110,1,,
434,"134,000",중개거래,2015,2021,무악동,인왕산2차아이파크,11,12,84.0283,서울 종로구,88,11110,7,,
435,"137,990",중개거래,2000,2021,무악동,현대,11,29,84.92,서울 종로구,82,11110,19,,
436,"35,500",직거래,2021,2021,효제동,이지마루종로,12,2,25.55,,126-2,11110,15,,
437,"34,800",직거래,2021,2021,효제동,이지마루종로,12,9,24.44,,126-2,11110,13,,
438,"46,500",직거래,2021,2021,효제동,이지마루종로,12,24,26.65,,126-2,11110,12,,
439,"112,000",중개거래,1995,2021,명륜2가,아남1,12,15,84.9,서울 종로구,4,11110,19,,
440,"114,000",중개거래,1995,2021,명륜2가,아남1,12,15,84.9,서울 종로구,4,11110,19,22.02.28,O
441,"111,500",중개거래,1995,2021,명륜2가,아남1,12,20,84.9,서울 종로구,4,11110,17,,
442,"74,000",중개거래,1999,2021,창신동,두산,12,6,84.9,경기 광주시,232,11110,11,,
443,"82,000",중개거래,1999,2021,창신동,두산,12,13,59.95,서울 종로구,232,11110,2,,
444,"79,500",중개거래,1999,2021,창신동,두산,12,18,59.95,서울 종로구,232,11110,1,,
445,"10,500",직거래,2012,2021,숭인동,삼전솔하임2차,12,1,15,,296-19,11110,9,,
446,"13,000",중개거래,2013,2021,숭인동,종로중흥S클래스,12,7,17.811,서울 종로구,202-3,11110,12,,
447,"11,000",중개거래,2013,2021,숭인동,종로동광모닝스카이,12,9,15.855,서울 종로구,1421-1,11110,15,,
448,"10,900",중개거래,2012,2021,숭인동,삼전솔하임2차,12,27,16.67,서울 중구,296-19,11110,5,,
449,"209,000",중개거래,2017,2021,평동,경희궁자이(3단지),12,11,84.8359,서울 종로구,233,11110,6,,
450,"190,500",중개거래,2017,2021,홍파동,경희궁자이(2단지),12,29,77.974,서울 종로구,199,11110,10,,
451,"80,000",중개거래,2017,2021,교북동,경희궁자이(4단지),12,15,33.982,서울 종로구,126,11110,6,,
452,"135,000",중개거래,2009,2021,평창동,엘리시아,12,7,236.07,"서울 마포구, 서울 종로구",66-1,11110,4,,
453,"138,000",중개거래,2019,2021,무악동,경희궁롯데캐슬,12,13,59.6737,서울 종로구,89,11110,13,,
454,"36,000",,1975,2021,회현동1가,삼풍,1,4,66.15,,146-1,11140,4,,
455,"170,000",,2011,2021,회현동1가,남산롯데캐슬아이리스,1,8,133.98,,208,11140,26,,
456,"170,000",,2011,2021,회현동1가,남산롯데캐슬아이리스,1,8,133.98,,208,11140,26,21.05.28,O
457,"148,000",,2011,2021,회현동1가,남산롯데캐슬아이리스,1,12,113.46,,208,11140,25,,
458,"180,000",,2010,2021,회현동1가,남산SKLEADERSVIEW,1,16,205.62,,206,11140,15,,
459,"67,000",,2011,2021,회현동1가,남산롯데캐슬아이리스,1,20,33.81,,208,11140,25,,
460,"185,000",,2010,2021,회현동2가,쌍용남산플래티넘,1,19,177,,87,11140,11,,
461,"22,000",,2016,2021,충무로5가,충무로엘크루메크로시티2,1,4,22.75,,36-2,11140,3,,
462,"40,000",,2018,2021,충무로5가,충무로헤센스마트,1,5,40.65,,90,11140,2,,
463,"40,000",,1981,2021,묵정동,묵정,1,27,52.46,,11-67,11140,7,,
464,"103,500",,2002,2021,신당동,남산타운,1,2,59.94,,844,11140,13,,
465,"87,000",,1999,2021,신당동,삼성,1,2,59.98,,843,11140,2,,
466,"134,000",,1999,2021,신당동,약수하이츠,1,4,84.88,,842,11140,19,,
467,"134,000",,1999,2021,신당동,약수하이츠,1,4,84.88,,842,11140,19,21.02.02,O
468,"148,500",,2011,2021,신당동,청구e편한세상,1,4,84.95,,852,11140,13,,
469,"118,000",,1999,2021,신당동,삼성,1,5,84.96,,843,11140,15,,
470,"140,000",,2011,2021,신당동,청구e편한세상,1,5,84.95,,852,11140,3,,
471,"9,900",,2001,2021,신당동,유정,1,6,29.4,,432-1970,11140,1,,
472,"72,000",,2002,2021,신당동,대성드림,1,9,83.79,,290-52,11140,1,,
473,"89,500",,1993,2021,신당동,현대,1,10,83.97,,840,11140,12,,
474,"122,000",,1999,2021,신당동,약수하이츠,1,10,84.88,,842,11140,13,,
475,"89,000",,1993,2021,신당동,현대,1,11,83.97,,840,11140,15,,
476,"126,000",,2011,2021,신당동,래미안하이베르,1,11,84.97,,851,11140,5,,
477,"143,500",,2002,2021,신당동,남산타운,1,15,84.88,,844,11140,6,,
478,"130,000",,2005,2021,신당동,신당푸르지오,1,16,114.48,,850,11140,6,,
479,"135,000",,2002,2021,신당동,남산타운,1,16,84.88,,844,11140,10,,
480,"134,500",,1999,2021,신당동,약수하이츠,1,17,84.88,,842,11140,10,,
481,"114,000",,1999,2021,신당동,삼성,1,19,84.96,,843,11140,11,,
482,"94,000",,1999,2021,신당동,약수하이츠,1,19,57.63,,842,11140,12,,
483,"27,500",,2001,2021,신당동,신신(2차),1,20,55.73,,432-1957,11140,5,,
484,"148,000",,2002,2021,신당동,남산타운,1,20,114.88,,844,11140,1,,
485,"173,000",,2011,2021,신당동,청구e편한세상,1,20,118.31,,852,11140,13,,
486,"130,000",,2011,2021,신당동,래미안하이베르,1,21,84.98,,851,11140,10,,
487,"125,000",,1999,2021,신당동,삼성,1,21,114.91,,843,11140,8,,
488,"85,000",,1999,2021,신당동,약수하이츠,1,23,57.63,,842,11140,3,,
489,"105,000",,1999,2021,신당동,삼성,1,23,84.96,,843,11140,9,,
490,"80,000",,2002,2021,신당동,타워,1,25,99.09,,294-12,11140,6,,
491,"125,000",,2005,2021,신당동,남산정은스카이,1,28,143.049,,366-126,11140,5,,
492,"109,800",,1999,2021,신당동,삼성,1,29,84.96,,843,11140,17,,
493,"94,000",,1999,2021,신당동,삼성,1,30,59.97,,843,11140,12,,
494,"81,000",,1999,2021,신당동,약수하이츠,1,30,57.63,,842,11140,1,,
495,"117,000",,2005,2021,신당동,신당푸르지오,1,30,84.39,,850,11140,15,,
496,"108,800",,1999,2021,신당동,삼성,1,30,84.96,,843,11140,1,,
497,"112,000",,2011,2021,신당동,래미안하이베르,1,30,59.74,,851,11140,13,,
498,"145,800",,2014,2021,흥인동,청계천두산위브더제니스,1,23,124.1323,,13-1,11140,9,,
499,"103,000",,2010,2021,황학동,황학아크로타워,1,4,109.146,,2523,11140,12,,
500,"95,000",,2010,2021,황학동,황학동코아루,1,4,84.96,,882,11140,5,,
501,"122,200",,2008,2021,황학동,롯데캐슬,1,5,114.9,,2545,11140,11,,
502,"16,000",,2014,2021,황학동,DUO302,1,6,15.97,,819,11140,17,,
503,"89,500",,2008,2021,황학동,롯데캐슬,1,8,59.94,,2545,11140,16,,
504,"103,800",,2008,2021,황학동,롯데캐슬,1,10,84.97,,2545,11140,13,,
505,"129,000",,2008,2021,황학동,롯데캐슬,1,15,114.9,,2545,11140,28,,
506,"108,000",,2008,2021,황학동,롯데캐슬,1,18,84.89,,2545,11140,14,,
507,"26,000",,2015,2021,황학동,(1546-0),1,18,29.72,,1546,11140,10,,
508,"84,000",,2008,2021,황학동,롯데캐슬,1,19,59.94,,2545,11140,31,,
509,"16,000",,2014,2021,황학동,DUO302,1,22,15.97,,819,11140,16,,
510,"84,800",,2008,2021,황학동,롯데캐슬,1,23,59.94,,2545,11140,26,,
511,"136,000",,2008,2021,황학동,롯데캐슬,1,26,114.9,,2545,11140,25,,
512,"104,800",,2008,2021,황학동,롯데캐슬,1,26,84.97,,2545,11140,30,,
513,"13,000",,2013,2021,황학동,한양I-Class,1,28,16.37,,787,11140,13,,
514,"128,000",,2008,2021,황학동,롯데캐슬,1,28,114.9,,2545,11140,17,,
515,"128,000",,2008,2021,황학동,롯데캐슬,1,28,114.9,,2545,11140,17,21.05.12,O
516,"94,000",,2016,2021,순화동,덕수궁롯데캐슬,1,9,56.2897,,217,11140,3,,
517,"102,000",,2007,2021,순화동,순화동더샵,1,20,84.99,,151,11140,18,,
518,"136,000",,2001,2021,중림동,삼성사이버빌리지,1,12,84.95,,200,11140,11,,
519,"134,700",,2001,2021,중림동,삼성사이버빌리지,1,14,84.95,,200,11140,11,,
520,"25,000",,1975,2021,중림동,성요셉,1,20,56.2,,149,11140,3,,
521,"148,500",,2001,2021,중림동,삼성사이버빌리지,1,26,114.77,,200,11140,5,,
522,"79,000",,2005,2021,만리동1가,대우디오빌,1,17,73.86,,62-7,11140,12,,
523,"160,000",,2012,2021,만리동1가,LIG서울역리가,1,28,84.9866,,231,11140,14,,
524,"83,000",,2011,2021,회현동1가,남산롯데캐슬아이리스,2,7,44.99,,208,11140,10,,
525,"165,000",,2011,2021,회현동1가,남산롯데캐슬아이리스,2,23,133.98,,208,11140,16,,
526,"101,000",,2009,2021,충무로4가,남산센트럴자이,2,6,80.473,,306,11140,8,,
527,"49,500",,1970,2021,충무로4가,진양상가,2,16,71.93,,120-3,11140,7,,
528,"107,000",,2009,2021,충무로4가,남산센트럴자이,2,18,80.473,,306,11140,12,,
529,"125,000",,2009,2021,충무로4가,남산센트럴자이,2,18,114.84,,306,11140,22,,
530,"54,000",,1970,2021,충무로4가,진양상가,2,19,71.93,,120-3,11140,8,,
531,"34,000",,2016,2021,충무로5가,충무로엘크루메크로시티2,2,1,35.55,,36-2,11140,20,,
532,"40,000",,2018,2021,충무로5가,충무로헤센스마트,2,10,40.65,,90,11140,2,,
533,"20,000",,2016,2021,충무로5가,충무로엘크루메크로시티2,2,26,22.75,,36-2,11140,20,,
534,"22,500",,1968,2021,인현동2가,신성아파트,2,25,40.13,,192-30,11140,10,,
535,"10,750",,1981,2021,장충동2가,장충,2,3,31.24,,193-29,11140,6,,
536,"20,450",,2020,2021,오장동,오렌지카운티을지로,2,2,15.79,,145-1,11140,8,,
537,"20,450",,2020,2021,오장동,오렌지카운티을지로,2,2,15.79,,145-1,11140,8,,
538,"20,450",,2020,2021,오장동,오렌지카운티을지로,2,2,15.79,,145-1,11140,8,,
539,"20,450",,2020,2021,오장동,오렌지카운티을지로,2,2,15.79,,145-1,11140,8,,
540,"20,450",,2020,2021,오장동,오렌지카운티을지로,2,2,15.79,,145-1,11140,8,,
541,"20,450",,2020,2021,오장동,오렌지카운티을지로,2,2,15.79,,145-1,11140,8,,
542,"20,450",,2020,2021,오장동,오렌지카운티을지로,2,2,15.79,,145-1,11140,8,,
543,"20,450",,2020,2021,오장동,오렌지카운티을지로,2,2,15.79,,145-1,11140,8,,
544,"20,450",,2020,2021,오장동,오렌지카운티을지로,2,2,15.79,,145-1,11140,9,,
